,name,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,피안타,이루타,삼루타,홈런,볼넷,고의사구,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,wpa,year,team
632,카펜터,2.01,31,0,0,30,5,12,0,0,170.0,90,75,746,150,21,3,16,72,0,19,179,1,7,3.97,4.06,1.31,110.3,109.7,0.53,21,한화
633,정우람,2.01,55,0,0,0,5,3,35,0,53.0,22,20,220,49,9,0,6,12,1,2,56,0,1,3.4,3.93,1.15,156.0,136.2,1.45,18,한화
634,강재민,1.99,50,0,0,0,1,2,1,14,49.0,16,14,203,41,5,0,3,18,1,0,57,1,2,2.57,3.07,1.2,183.9,156.0,1.84,20,한화
635,윤대경,1.5,43,0,0,9,2,5,0,7,77.2,35,34,337,73,13,0,8,34,2,6,54,0,3,3.94,4.75,1.38,111.2,93.8,0.86,21,한화
636,헤일,1.48,12,0,0,12,3,4,0,0,66.1,35,32,277,68,10,0,8,17,0,4,55,0,3,4.34,4.69,1.28,122.0,113.6,-0.56,18,한화
637,휠러,1.43,19,0,0,19,3,9,0,0,101.2,62,58,459,128,16,0,12,34,1,10,94,1,2,5.13,4.79,1.59,103.2,111.5,-1.07,18,한화
638,장시환,1.4,26,0,0,26,4,14,0,0,132.2,81,74,603,139,27,1,15,74,0,8,115,0,10,5.02,5.15,1.61,94.2,93.1,-1.62,20,한화
639,김진영,1.33,58,0,0,0,3,3,0,8,54.0,26,20,231,48,4,0,6,22,0,3,56,0,5,3.33,4.32,1.3,141.8,110.9,-0.11,20,한화
640,서폴드,1.3,28,1,1,28,10,13,0,0,165.0,107,90,734,203,30,3,19,42,0,13,97,0,10,4.91,4.88,1.49,96.3,98.2,-1.5,20,한화
641,정우람,1.23,50,0,0,0,3,5,16,0,54.1,29,29,230,58,11,1,4,12,1,5,53,0,2,4.8,3.45,1.29,98.4,138.6,1.02,20,한화
642,안영명,1.2,67,0,0,0,4,7,0,13,62.0,27,27,273,82,14,1,5,13,0,3,48,1,2,3.92,3.68,1.53,105.7,112.8,-1.91,19,한화
643,장민재,1.15,34,0,0,3,6,2,0,1,59.2,33,31,266,62,14,2,7,23,0,1,42,0,1,4.68,5.16,1.43,113.3,103.2,-0.44,18,한화
644,주현상,1.04,43,0,0,0,2,2,0,4,50.1,21,20,218,46,6,3,6,21,2,1,33,0,6,3.58,4.76,1.33,122.5,93.6,-0.26,21,한화
645,김재영,1.03,29,0,0,21,6,4,0,1,111.1,74,70,503,136,32,1,15,37,0,12,56,0,4,5.66,5.9,1.55,93.6,90.1,-1.08,18,한화
646,박상원,0.81,61,0,0,0,1,4,0,12,59.0,29,26,256,52,6,0,5,28,1,5,39,0,1,3.97,4.81,1.36,104.5,86.6,0.45,19,한화
647,박상원,0.76,62,0,0,0,1,0,1,10,58.0,35,30,256,62,14,1,8,20,4,4,52,1,2,4.66,4.59,1.41,101.6,104.2,-0.34,20,한화
648,장시환,0.76,31,0,0,0,0,1,12,2,32.0,12,11,133,26,4,1,2,12,0,1,31,0,0,3.09,3.41,1.19,124.9,115.2,1.19,22,한화
649,김성훈,0.73,10,0,0,5,0,2,0,0,27.2,12,11,118,25,5,0,2,11,0,3,28,0,3,3.58,4.27,1.3,148.1,124.7,-0.29,18,한화
650,김종수,0.66,31,0,0,0,2,2,0,5,30.2,12,10,121,19,9,0,2,11,0,1,38,1,0,2.93,2.86,0.98,131.6,137.3,-0.26,22,한화
651,김범수,0.65,24,0,0,8,3,6,0,0,55.0,34,32,259,55,11,2,9,42,3,3,55,0,1,5.24,5.97,1.76,90.3,80.2,-1.06,20,한화
652,김진영,0.56,6,0,0,5,0,4,0,0,26.2,12,12,117,27,6,0,1,16,0,1,14,0,0,4.05,4.75,1.61,102.3,88.2,0.12,19,한화
653,장민재,0.52,17,0,0,11,3,4,0,0,54.2,27,26,231,61,9,2,6,17,0,1,35,0,3,4.28,4.45,1.43,90.2,88.4,-0.12,22,한화
654,신정락,0.51,21,0,0,0,4,0,0,1,25.2,11,9,109,21,4,0,2,12,0,2,16,0,0,3.16,4.81,1.29,131.3,86.8,0.48,19,한화
655,김이환,0.5,11,0,0,8,4,3,0,0,38.0,19,18,171,42,9,0,2,21,0,2,15,0,1,4.26,5.11,1.66,97.2,81.9,0.04,19,한화
656,안영명,0.5,53,0,0,1,8,2,0,8,66.0,44,42,291,83,10,0,12,15,1,4,48,1,4,5.73,5.56,1.49,92.5,96.2,0.53,18,한화
657,김범수,0.36,55,0,0,3,4,4,0,7,48.1,33,31,223,52,8,0,7,29,0,1,54,0,8,5.77,5.34,1.68,91.8,100.3,-0.17,18,한화
658,김범수,0.35,35,0,0,0,3,4,0,13,31.1,15,14,136,34,9,0,4,11,3,1,28,0,1,4.02,4.05,1.44,96.1,97.1,-0.44,22,한화
659,김기중,0.33,15,0,0,12,2,4,0,0,53.2,32,28,260,63,10,1,4,36,2,4,36,2,0,4.7,5.08,1.85,93.3,87.8,-0.62,21,한화
660,장민재,0.32,12,0,0,6,0,2,0,0,29.1,17,9,128,34,7,0,4,8,1,0,13,0,1,2.76,4.94,1.43,158.6,90.3,-0.01,21,한화
661,김종수,0.32,54,0,0,0,1,1,1,7,50.0,34,33,228,54,11,3,6,26,1,3,43,0,4,5.94,5.08,1.6,79.6,94.4,0.02,20,한화
662,김진욱,0.3,22,0,0,6,3,4,1,0,44.2,29,28,206,50,12,1,9,25,0,5,29,0,3,5.64,6.89,1.68,83.8,69.6,-1.07,20,한화
663,안영명,0.29,39,0,0,0,1,1,0,1,45.2,32,30,201,51,8,1,9,18,1,2,34,0,0,5.91,5.88,1.51,80.0,81.5,-0.83,20,한화
664,윤호솔,0.27,55,0,0,0,3,0,0,8,48.2,29,25,214,41,13,2,7,30,1,3,42,0,3,4.62,5.45,1.46,94.7,81.8,0.63,21,한화
665,신정락,0.24,25,0,0,0,2,0,0,1,30.2,16,12,136,29,6,0,1,8,1,7,17,0,2,3.52,4.0,1.21,109.7,98.3,0.06,22,한화
666,배동현,0.23,20,0,0,4,1,3,0,0,38.0,21,19,177,34,9,1,3,25,0,4,26,2,1,4.5,5.28,1.55,97.3,84.5,-0.76,21,한화
667,서균,0.2,56,0,0,0,1,1,1,10,37.1,26,24,168,39,3,0,7,16,0,7,22,0,3,5.79,6.94,1.47,91.6,76.8,-0.0,18,한화
668,윤규진,0.18,18,0,0,17,2,6,0,0,84.0,63,55,381,99,22,2,14,30,0,6,81,0,3,5.89,5.36,1.54,89.9,100.0,-1.53,18,한화
669,임준섭,0.17,34,0,0,6,1,3,0,1,49.1,30,23,230,56,14,1,1,28,0,1,26,0,6,4.2,4.38,1.7,98.7,95.9,-0.6,19,한화
670,채드벨,0.16,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,5.96,5.18,1.56,79.3,92.5,-1.01,20,한화
671,장민재,0.16,26,1,0,22,6,8,0,0,119.1,76,72,526,150,25,1,14,27,0,6,103,0,3,5.43,4.03,1.48,76.3,102.7,-1.45,19,한화
672,박윤철,0.13,15,0,0,3,0,1,0,0,30.0,19,17,145,22,3,0,4,30,0,3,21,0,2,5.1,7.04,1.73,81.2,59.4,-0.21,19,한화
673,김종수,0.11,49,0,0,0,1,1,0,6,46.2,29,25,208,34,10,0,7,32,0,3,38,0,2,4.82,5.9,1.41,90.8,75.5,-0.2,21,한화
674,김범수,0.05,56,0,0,2,4,9,1,9,70.2,44,41,319,68,11,2,2,42,1,2,70,1,8,5.22,3.55,1.56,83.9,125.8,-1.36,21,한화
675,오동욱,-0.0,34,0,0,0,0,1,0,2,25.0,17,15,117,21,9,0,3,16,0,5,13,0,0,5.4,6.37,1.48,81.1,70.0,-0.32,21,한화
676,배영수,-0.03,11,0,0,11,2,3,0,0,55.2,42,41,251,69,16,4,6,15,1,6,47,1,0,6.63,4.62,1.51,79.9,115.2,-0.61,18,한화
677,이민우,-0.04,12,0,0,4,1,0,0,0,29.1,18,17,129,38,8,2,2,9,0,0,13,0,1,5.22,4.24,1.6,74.1,92.8,-0.15,22,한화
678,김민우,-0.07,14,0,0,14,3,5,0,0,73.0,44,42,321,64,16,0,9,40,4,4,59,0,5,5.18,4.95,1.43,74.6,79.5,-0.12,22,한화
679,김종수,-0.08,35,0,0,0,2,0,0,0,31.0,21,20,148,30,4,0,4,33,0,1,28,0,2,5.81,6.56,2.03,71.3,63.7,-0.17,19,한화
680,송은범,-0.09,37,0,0,0,0,3,1,4,35.0,22,20,159,44,2,1,4,13,2,1,15,0,3,5.14,5.06,1.63,80.6,82.2,-0.19,19,한화
681,김민우,-0.12,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,6.33,1.75,81.2,84.5,-1.78,18,한화
682,김이환,-0.17,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,6.32,1.84,69.3,75.8,-1.19,20,한화
683,장민재,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,6.75,4.36,1.73,70.0,109.8,-2.07,20,한화
684,김범수,-0.29,45,0,0,16,5,9,1,1,103.0,70,65,485,115,19,3,15,61,1,10,85,0,9,5.68,5.68,1.71,72.9,73.1,-1.5,19,한화
685,정우람,-0.3,50,0,0,0,1,4,15,1,44.2,29,28,199,47,5,0,5,20,2,5,32,0,0,5.64,4.9,1.5,77.6,91.0,-1.27,21,한화
686,박윤철,-0.34,7,0,0,7,0,3,0,0,26.0,19,14,129,32,4,0,4,19,0,2,12,1,1,4.85,6.82,1.96,79.7,57.8,-0.62,22,한화
687,이태양,-0.39,55,0,0,1,1,6,0,10,66.2,44,43,283,74,11,2,8,13,0,3,64,0,4,5.81,3.76,1.31,71.4,109.8,-1.57,19,한화
688,김이환,-0.46,14,0,0,5,0,1,0,0,26.0,22,22,132,32,5,0,2,22,0,4,13,0,1,7.62,6.33,2.08,57.5,70.5,-0.5,21,한화
689,주현상,-0.89,28,0,0,0,0,0,0,2,31.0,29,28,147,46,12,2,3,11,1,3,18,0,0,8.13,4.67,1.84,47.5,84.2,-0.88,22,한화
690,남지민,-0.96,10,0,0,9,1,6,0,0,39.2,34,29,192,54,9,0,5,19,0,1,17,0,1,6.58,5.61,1.84,58.7,70.2,-1.04,22,한화
691,윤대경,-0.96,14,0,0,13,3,7,0,0,65.1,50,49,291,80,16,1,5,16,0,5,43,0,5,6.75,3.96,1.47,57.2,99.3,-1.17,22,한화
692,박주홍,-0.99,29,0,0,6,0,4,0,1,38.1,37,34,188,51,9,2,8,24,0,2,27,1,1,7.98,6.74,1.96,51.9,61.6,-1.72,19,한화
693,김민우,-1.23,16,1,0,12,2,7,0,0,68.0,59,51,315,80,12,1,6,30,0,6,46,0,4,6.75,4.79,1.62,61.4,87.0,-1.67,19,한화
694,장시환,-1.38,19,1,0,16,0,11,0,1,69.0,62,54,342,87,12,1,4,48,2,6,47,0,7,7.04,4.99,1.96,62.2,89.5,-2.32,21,한화
