,ranking,name,season_team,war,choolzhang,wanto,sonbal,win,loose,save,hold,inning,silzeom,zachaeck,taza,anta,2hit,3hit,homerun,ballfour,gofour,sagu,samzin,vok,poktu,era,fip,whip,wra+,fip+,wpa
667,48,서균,18한,0.20,56,0,0,0,1,1,1,10,37.1,26,24,168,39,3,0,7,16,0,7,22,0,3,5.79,1.47,91.6,76.8,-0.00
668,49,윤규진,18한,0.18,18,0,0,17,2,6,0,0,84.0,63,55,381,99,22,2,14,30,0,6,81,0,3,5.89,1.54,89.9,100.0,-1.53
669,50,임준섭,19한,0.17,34,0,0,6,1,3,0,1,49.1,30,23,230,56,14,1,1,28,0,1,26,0,6,4.20,1.70,98.7,95.9,-0.60
670,51,채드벨,20한,0.16,16,0,0,16,2,8,0,0,77.0,54,51,346,85,11,0,10,35,1,5,61,0,3,5.96,1.56,79.3,92.5,-1.01
671,52,장민재,19한,0.16,26,1,0,22,6,8,0,0,119.1,76,72,526,150,25,1,14,27,0,6,103,0,3,5.43,1.48,76.3,102.7,-1.45
672,53,박윤철,19한,0.13,15,0,0,3,0,1,0,0,30.0,19,17,145,22,3,0,4,30,0,3,21,0,2,5.10,1.73,81.2,59.4,-0.21
673,54,김종수,21한,0.11,49,0,0,0,1,1,0,6,46.2,29,25,208,34,10,0,7,32,0,3,38,0,2,4.82,1.41,90.8,75.5,-0.20
674,55,김범수,21한,0.05,56,0,0,2,4,9,1,9,70.2,44,41,319,68,11,2,2,42,1,2,70,1,8,5.22,1.56,83.9,125.8,-1.36
675,56,오동욱,21한,-0.00,34,0,0,0,0,1,0,2,25.0,17,15,117,21,9,0,3,16,0,5,13,0,0,5.40,1.48,81.1,70.0,-0.32
676,57,배영수,18한,-0.03,11,0,0,11,2,3,0,0,55.2,42,41,251,69,16,4,6,15,1,6,47,1,0,6.63,1.51,79.9,115.2,-0.61
677,58,이민우,22한,-0.04,12,0,0,4,1,0,0,0,29.1,18,17,129,38,8,2,2,9,0,0,13,0,1,5.22,1.60,74.1,92.8,-0.15
678,59,김민우,22한,-0.07,14,0,0,14,3,5,0,0,73.0,44,42,321,64,16,0,9,40,4,4,59,0,5,5.18,1.43,74.6,79.5,-0.12
679,60,김종수,19한,-0.08,35,0,0,0,2,0,0,0,31.0,21,20,148,30,4,0,4,33,0,1,28,0,2,5.81,2.03,71.3,63.7,-0.17
680,61,송은범,19한,-0.09,37,0,0,0,0,3,1,4,35.0,22,20,159,44,2,1,4,13,2,1,15,0,3,5.14,1.63,80.6,82.2,-0.19
681,62,김민우,18한,-0.12,23,0,0,20,5,9,0,0,99.1,79,72,468,133,28,1,19,41,0,8,73,1,5,6.52,1.75,81.2,84.5,-1.78
682,63,김이환,20한,-0.17,17,0,0,15,2,7,0,0,64.2,50,49,312,75,13,0,9,44,0,4,41,0,4,6.82,1.84,69.3,75.8,-1.19
683,64,장민재,20한,-0.19,24,0,0,10,2,7,0,0,57.1,44,43,267,86,19,2,5,13,0,2,32,0,1,6.75,1.73,70.0,109.8,-2.07
684,65,김범수,19한,-0.29,45,0,0,16,5,9,1,1,103.0,70,65,485,115,19,3,15,61,1,10,85,0,9,5.68,1.71,72.9,73.1,-1.50
685,66,정우람,21한,-0.30,50,0,0,0,1,4,15,1,44.2,29,28,199,47,5,0,5,20,2,5,32,0,0,5.64,1.50,77.6,91.0,-1.27
686,67,박윤철,22한,-0.34,7,0,0,7,0,3,0,0,26.0,19,14,129,32,4,0,4,19,0,2,12,1,1,4.85,1.96,79.7,57.8,-0.62
687,68,이태양,19한,-0.39,55,0,0,1,1,6,0,10,66.2,44,43,283,74,11,2,8,13,0,3,64,0,4,5.81,1.31,71.4,109.8,-1.57
688,69,김이환,21한,-0.46,14,0,0,5,0,1,0,0,26.0,22,22,132,32,5,0,2,22,0,4,13,0,1,7.62,2.08,57.5,70.5,-0.50
689,70,주현상,22한,-0.89,28,0,0,0,0,0,0,2,31.0,29,28,147,46,12,2,3,11,1,3,18,0,0,8.13,1.84,47.5,84.2,-0.88
690,71,남지민,22한,-0.96,10,0,0,9,1,6,0,0,39.2,34,29,192,54,9,0,5,19,0,1,17,0,1,6.58,1.84,58.7,70.2,-1.04
691,72,윤대경,22한,-0.96,14,0,0,13,3,7,0,0,65.1,50,49,291,80,16,1,5,16,0,5,43,0,5,6.75,1.47,57.2,99.3,-1.17
692,73,박주홍,19한,-0.99,29,0,0,6,0,4,0,1,38.1,37,34,188,51,9,2,8,24,0,2,27,1,1,7.98,1.96,51.9,61.6,-1.72
693,74,김민우,19한,-1.23,16,1,0,12,2,7,0,0,68.0,59,51,315,80,12,1,6,30,0,6,46,0,4,6.75,1.62,61.4,87.0,-1.67
694,75,장시환,21한,-1.38,19,1,0,16,0,11,0,1,69.0,62,54,342,87,12,1,4,48,2,6,47,0,7,7.04,1.96,62.2,89.5,-2.32
